event_id,timestamp_ns,detector_id,channel_id,energy_deposit_keV,hit_multiplicity,signal_amplitude_mV,noise_floor_mV,temperature_K,run_status
8413,83653201,3,12,16.2003,1,21.3247,3.5358,293.6523,active
8414,83664935,2,4,2.0773,0,7.2009,4.6335,293.6147,active
8415,83690480,8,2,8.04,1,10.6221,3.3958,293.555,active
8416,83707314,6,8,10.2195,1,11.6641,2.7863,293.5297,active
8417,83710562,2,8,68.2083,1,76.2011,2.8415,293.4551,active
8418,83710842,7,7,0.4811,0,5.31,4.5147,293.3933,active
8419,83723030,2,6,23.1444,1,33.4569,6.9578,293.3017,active
8420,83736499,5,10,9.4637,1,13.2822,5.0044,293.3131,active
8421,83751196,2,10,47.7062,2,50.5326,2.6515,293.3604,active
8422,83752071,3,2,10.014,2,12.8425,3.3813,293.3407,active
8423,83752653,6,10,35.3388,1,38.6242,7.5654,293.2134,active
8424,83762541,8,5,12.4467,1,20.7429,7.2064,293.2567,active
8425,83765438,8,12,62.1137,1,57.9206,4.7234,293.364,active
8426,83787611,8,7,23.8023,1,29.1853,4.4754,293.4034,active
8427,83803850,2,3,0.5613,0,5.6581,5.124,293.362,active
8428,83810702,1,2,40.4798,2,48.5403,3.0236,293.298,active
8429,83815818,8,15,19.7714,1,24.699,6.4761,293.3157,active
8430,83855062,8,11,23.1003,1,29.7851,7.2049,293.2791,active
8431,83858811,3,3,9.5035,2,11.6637,2.2245,293.3001,active
8432,83867065,1,8,32.8866,2,37.0417,7.7514,293.2785,active
8433,83873255,6,1,112.3377,4,115.0299,5.038,293.2311,active
8434,83890842,1,13,32.8386,1,40.2621,4.9442,293.2269,active
8435,83906762,1,13,35.0456,1,43.4721,4.9442,293.1733,active
8436,83926134,8,12,3.5372,0,8.0601,4.7234,293.209,active
8437,83927793,4,7,112.3345,1,125.3799,3.8956,293.2472,active
8438,83955438,1,2,3.6778,0,6.7287,3.0236,293.2474,active
8439,83966953,6,7,110.0268,3,115.9243,6.4339,293.2315,active
8440,83982131,3,8,12.2234,2,15.6775,3.9028,293.2443,active
8441,83982587,5,5,8.0004,1,15.1386,7.2474,293.2,active
8442,83992535,8,6,31.6281,2,37.1498,5.6186,293.1282,active
8443,84021468,2,0,3.8306,0,8.5741,4.8409,293.2439,active
8444,84030661,6,8,14.3082,1,16.6314,2.7863,293.2194,active
8445,84039361,7,3,2.7008,0,9.5452,5.3312,293.2069,active
8446,84056732,4,13,110.1962,2,112.7363,3.5748,293.1795,active
8447,84057160,8,12,38.6013,2,37.8704,4.7234,293.1565,active
8448,84090100,4,9,103.1664,1,110.3465,5.97,293.1214,active
8449,84110916,4,3,29.237,1,31.5349,6.4916,293.1508,active
8450,84127038,8,10,4.5693,0,9.7898,5.9116,293.1177,active
8451,84132859,6,15,3.712,0,11.7729,7.7337,293.1702,active
8452,84141268,7,10,100.6004,2,106.6768,7.5981,293.1895,active
8453,84144556,7,12,48.3911,2,46.5214,4.8043,293.1444,active
8454,84150424,6,14,1.7114,0,7.3931,5.9772,293.115,active
8455,84152811,2,13,5.0038,1,11.6894,5.9565,293.1878,active
8456,84156228,4,2,4.913,0,11.8432,7.3501,293.2033,active
8457,84160816,7,13,18.1169,1,27.1347,6.7086,293.2222,active
8458,84165457,5,12,5.8343,1,7.2563,2.0836,293.332,active
8459,84170722,3,11,22.2568,1,25.3472,5.0903,293.3123,active
8460,84171466,3,3,1.2893,0,2.9115,2.2245,293.3569,active
8461,84172430,7,7,0.164,0,4.3182,4.5147,293.3557,active
8462,84181275,2,14,44.6094,3,53.4714,6.362,293.2548,active
8463,84191452,1,14,125.4696,6,131.0482,7.627,293.2421,active
8464,84194365,7,1,98.0674,1,92.4416,7.5489,293.2382,active
8465,84195266,3,6,7.0036,1,13.6585,6.9787,293.2054,active
8466,84204700,7,9,2.6395,0,7.762,5.5763,293.0884,active
8467,84208916,5,1,107.7597,2,115.2986,6.9867,293.1142,active
8468,84225133,8,3,58.2152,4,69.165,5.1846,293.0708,active
8469,84238471,5,9,5.3421,1,12.1131,7.831,293.0153,active
8470,84244461,7,10,106.6373,4,112.3967,7.5981,293.123,active
8471,84278186,7,1,5.3055,1,12.2913,7.5489,293.1609,active
8472,84279244,2,6,2.4612,0,9.8434,6.9578,293.1633,active
8473,84283610,8,10,15.1273,1,19.2979,5.9116,293.2562,active
8474,84296249,6,15,0.5422,0,7.4748,7.7337,293.252,active
8475,84297115,1,15,11.0601,1,15.4847,5.4304,293.3115,active
8476,84298526,1,4,4.5185,0,9.9346,5.4864,293.3703,active
8477,84309562,3,10,127.2408,5,138.3495,3.7455,293.325,active
8478,84323048,1,8,9.8264,2,15.3661,7.7514,293.3106,active
8479,84327634,3,3,33.6078,1,32.5341,2.2245,293.3033,active
8480,84330125,8,8,0.9429,0,5.8157,4.2451,293.3445,active
8481,84332272,4,2,1.9732,0,8.955,7.3501,293.3862,active
8482,84344932,1,1,104.5671,6,108.5236,5.5259,293.3781,active
8483,84375550,4,5,3.8518,0,10.9105,7.3607,293.2823,active
8484,84379759,2,4,0.838,0,5.0591,4.6335,293.2624,active
8485,84384917,7,2,12.1906,1,13.2268,2.1492,293.262,active
8486,84389516,1,0,24.0538,2,29.0924,2.6204,293.2219,active
8487,84401488,7,9,15.2862,1,22.0079,5.5763,293.2392,active
8488,84408528,4,0,3.2772,0,8.4339,4.6106,293.2491,active
8489,84413544,1,12,22.406,1,28.5498,4.9199,293.2189,active
8490,84425345,6,1,19.237,1,23.7103,5.038,293.2473,active
8491,84471095,4,10,29.5304,1,31.2366,4.2419,293.1884,active
8492,84494488,7,2,135.4935,3,122.0379,2.1492,293.1979,active
8493,84502523,5,9,50.3537,1,55.0803,7.831,293.1386,active
8494,84517274,7,2,14.209,1,14.4684,2.1492,293.1483,active
8495,84538663,4,6,11.4889,1,17.5192,5.1132,293.1948,active
8496,84542531,1,10,5.677,1,11.4249,6.6964,293.2515,active
8497,84554992,2,2,5.8102,1,10.254,3.9894,293.2479,active
8498,84563716,4,2,28.6366,2,33.5485,7.3501,293.3499,active
8499,84578275,4,10,12.5674,1,14.7978,4.2419,293.3406,active
8500,84580727,7,10,15.8752,1,22.6806,7.5981,293.3422,active
8501,84584414,4,6,6.4345,2,11.6252,5.1132,293.3681,active
8502,84585749,7,1,3.6677,0,11.4387,7.5489,293.3405,active
8503,84597191,2,4,17.1243,4,23.4113,4.6335,293.381,active
8504,84611116,4,3,3.677,0,9.2374,6.4916,293.3595,active
8505,84618135,7,10,111.7608,1,118.1349,7.5981,293.3461,active
8506,84621211,1,4,4.5508,0,9.093,5.4864,293.3399,active
8507,84622813,3,6,8.5033,2,14.5454,6.9787,293.3041,active
8508,84649592,7,4,126.2365,5,148.3846,5.8039,293.321,active
8509,84659676,5,2,15.0294,1,18.2486,2.9197,293.2924,active
8510,84659900,7,12,82.1087,1,77.7087,4.8043,293.3655,active
8511,84708595,5,7,48.6018,1,51.1364,3.8619,293.3373,active
8512,84725469,7,9,2.2654,0,7.4301,5.5763,293.4041,active
8513,84736558,8,4,57.4833,2,67.6209,5.6361,293.3584,active
8514,84760938,8,1,15.7403,2,23.4685,6.7809,293.3311,active
8515,84763009,1,11,4.2067,0,7.1033,2.4964,293.3652,active
8516,84775426,5,11,15.0067,3,17.7632,2.8634,293.3012,active
8517,84778472,1,0,2.4585,0,4.8609,2.6204,293.2776,active
8518,84781777,2,14,0.3699,0,7.1099,6.362,293.3682,active
8519,84798358,3,13,1.1805,0,8.2569,7.6163,293.309,active
8520,84806637,6,13,127.4278,2,128.2941,4.9315,293.2957,active
8521,84815301,4,7,18.1477,1,24.0411,3.8956,293.2141,active
8522,84820961,7,11,9.5853,1,15.5015,6.8262,293.2648,active
8523,84834025,3,0,7.6938,1,10.2557,2.6464,293.2881,active
8524,84840407,5,9,19.4488,2,25.5104,7.831,293.2082,active
8525,84871678,7,2,50.714,2,46.9865,2.1492,293.2063,active
8526,84874290,8,14,7.8093,1,10.6064,3.42,293.1899,active
8527,84882568,2,15,11.4235,1,19.5765,6.6119,293.0963,active
8528,84882773,6,2,0.903,0,7.6189,6.1656,293.0952,active
8529,84896570,1,8,20.0148,1,24.7913,7.7514,293.0643,active
8530,84923315,5,9,7.3972,1,14.4903,7.831,293.1068,active
8531,84925212,4,12,5.1612,1,12.6747,6.4807,293.1489,active
8532,84927209,8,7,168.2374,2,179.305,4.4754,293.0938,active
8533,84946266,7,14,18.4935,1,20.5536,2.107,293.1071,active
8534,84951971,8,5,47.9033,3,57.8597,7.2064,293.1521,active
8535,84961017,7,5,14.9276,2,18.2783,2.6354,293.1731,active
8536,84961593,4,11,23.242,1,23.7029,2.5668,293.2001,active
8537,84967199,6,8,6.2504,1,7.9289,2.7863,293.2053,active
8538,84981478,1,1,2.7407,0,8.3645,5.5259,293.2023,active
8539,85007910,5,10,11.7592,1,15.2465,5.0044,293.1773,active
8540,85018827,1,4,4.743,0,9.0895,5.4864,293.1595,active
8541,85029284,6,13,5.9679,4,10.7029,4.9315,293.1402,active
8542,85040824,8,13,6.8799,3,10.2654,3.487,293.215,active
8543,85045606,6,6,2.2841,0,8.6099,6.2924,293.2427,active
8544,85053021,7,13,0.3212,0,6.8977,6.7086,293.2006,active
8545,85053949,2,15,1.0424,0,9.2636,6.6119,293.2867,active
8546,85066617,8,11,20.865,3,27.5492,7.2049,293.28,active
8547,85092892,5,9,119.287,5,116.5517,7.831,293.353,active
8548,85095815,6,14,104.0695,2,104.0733,5.9772,293.3316,active
8549,85118518,7,13,119.8118,5,141.4973,6.7086,293.2924,active
8550,85123223,6,7,20.0543,1,26.5207,6.4339,293.3117,active
8551,85132424,3,1,4.1967,0,11.4472,7.4961,293.3101,active
8552,85132687,5,9,18.9733,1,25.5351,7.831,293.2734,active
8553,85144210,6,7,5.9916,1,12.0829,6.4339,293.2315,active
8554,85155510,7,5,7.4484,1,10.8708,2.6354,293.3165,active
8555,85159802,4,2,2.5901,0,9.7764,7.3501,293.323,active
8556,85185230,5,11,15.9545,3,17.891,2.8634,293.2409,active
8557,85198659,5,14,25.7752,1,29.5309,2.7909,293.2401,active
8558,85206905,1,9,16.8546,1,21.2172,4.8938,293.2322,active
8559,85208540,1,3,37.6316,1,47.3002,7.5507,293.2822,active
8560,85211512,1,0,20.3572,1,24.7577,2.6204,293.3641,active
8561,85213415,6,11,9.2706,1,14.1104,4.3855,293.5077,active
8562,85230952,4,2,4.8886,0,11.7707,7.3501,293.4727,active
8563,85248442,7,1,4.3664,0,12.0481,7.5489,293.4163,active
8564,85253200,6,3,0.26,0,6.0107,5.4867,293.4718,active
8565,85294761,2,3,0.4652,0,6.1311,5.124,293.5349,active
8566,85302712,1,5,12.8482,1,18.6376,4.0812,293.4029,active
8567,85312149,3,5,14.0133,2,17.2212,4.2255,293.3025,active
8568,85324725,8,3,16.438,1,24.71,5.1846,293.2915,active
8569,85335047,1,12,121.5049,3,131.0803,4.9199,293.3298,active
8570,85350920,2,13,103.2992,4,115.2208,5.9565,293.1162,active
8571,85351419,1,4,23.7537,1,26.804,5.4864,293.12,active
8572,85364256,4,5,13.3868,1,21.7735,7.3607,293.1186,active
8573,85368833,8,13,5.1648,1,8.2945,3.487,293.1062,active
8574,85387329,6,15,16.199,2,24.3121,7.7337,293.1425,active
8575,85397467,4,12,2.1687,0,8.3059,6.4807,293.2418,active
8576,85415421,2,8,8.8703,1,11.7966,2.8415,293.1847,active
8577,85434761,3,15,6.9709,1,8.5394,2.2695,293.203,active
8578,85445427,5,11,4.6236,0,7.2493,2.8634,293.1589,active
8579,85466477,3,10,43.5952,1,50.8539,3.7455,293.1317,active
8580,85476925,6,0,37.3038,5,42.908,2.731,293.0011,active
8581,85484327,8,10,1.9432,0,7.9311,5.9116,292.9639,active
8582,85495506,2,4,104.9479,4,117.6003,4.6335,292.9113,active
8583,85509667,3,9,14.8427,1,23.8371,7.7174,292.9462,active
8584,85522423,2,9,0.1,0,5.1078,5.3242,292.8916,active
8585,85524069,6,1,5.6083,1,9.6476,5.038,292.9606,active
8586,85531481,4,7,1.4296,0,5.3559,3.8956,292.9893,active
8587,85552071,3,8,16.3123,1,19.9093,3.9028,292.9561,active
8588,85568173,2,0,0.6066,0,5.2021,4.8409,292.956,active
8589,85594588,1,13,0.3408,0,4.6477,4.9442,292.9137,active
8590,85598973,4,15,9.5646,1,13.0188,3.4458,292.8551,active
8591,85600693,6,0,9.2257,1,12.4455,2.731,292.9375,active
8592,85616012,2,1,125.3749,4,111.8875,3.6019,292.9078,active
8593,85637602,1,2,54.3244,1,63.1214,3.0236,292.9661,active
8594,85649997,4,7,10.5073,1,15.5865,3.8956,292.8442,active
8595,85663254,6,9,18.4406,3,21.1335,2.7425,292.7612,active
8596,85689133,3,3,14.9448,1,16.0491,2.2245,292.817,active
8597,85700099,3,13,32.8377,1,41.993,7.6163,292.7604,active
8598,85705251,2,4,80.4637,1,91.1682,4.6335,292.8294,active
8599,85731505,6,4,25.0984,2,25.2494,3.1987,292.9683,active
8600,85744484,7,9,137.0731,7,151.4513,5.5763,292.9994,active
8601,85746315,7,13,10.4603,1,18.3694,6.7086,292.9919,active
8602,85767177,5,3,18.3445,1,21.0855,3.0756,292.9001,active
8603,85777826,6,5,15.1606,1,20.1065,6.8247,292.8939,active
8604,85801682,4,5,25.8692,1,34.2668,7.3607,292.9261,active
8605,85819744,1,7,3.6409,0,6.7117,2.1368,292.9138,active
8606,85832656,3,6,0.8566,0,7.8819,6.9787,293.0227,active
8607,85835108,6,15,83.0627,1,94.2835,7.7337,293.0628,active
8608,85845614,6,2,0.1,0,6.395,6.1656,292.9998,active
8609,85847443,8,6,19.8135,1,24.6676,5.6186,292.9897,active
8610,85861927,8,4,31.9486,1,40.0312,5.6361,292.999,active
8611,85865275,2,9,8.2977,1,12.3384,5.3242,292.9869,active
8612,85871000,1,12,11.727,1,16.9245,4.9199,293.0214,active
8613,85872873,3,14,31.0296,1,33.4576,2.9876,293.0929,active
8614,85875205,8,7,15.1304,1,21.1102,4.4754,293.0443,active
8615,85896548,7,4,0.9781,0,7.1961,5.8039,293.0777,active
8616,85904661,1,15,33.3859,2,35.9824,5.4304,292.9964,active
8617,85905274,2,1,40.3211,1,38.5337,3.6019,292.9606,active
8618,85914255,5,2,6.4169,1,9.0696,2.9197,293.0453,active
8619,85916060,6,15,2.7393,0,10.5673,7.7337,293.038,active
8620,85921480,8,14,3.9696,0,6.4008,3.42,293.0531,active
8621,85924146,7,8,5.6642,1,13.895,7.7974,293.0136,active
8622,85944535,2,5,48.5234,1,49.1968,2.1297,293.1185,active
8623,85951281,1,15,28.4267,2,30.5647,5.4304,293.1163,active
8624,85969583,6,15,110.4168,1,122.8452,7.7337,293.1514,active
8625,85979136,5,13,7.0229,1,11.401,3.3779,293.1782,active
8626,85984434,8,12,31.882,1,32.8627,4.7234,293.2493,active
8627,85987050,5,9,38.8137,1,44.2817,7.831,293.2913,active
8628,86013165,5,5,10.7696,1,17.9847,7.2474,293.2417,active
8629,86026124,3,7,22.6046,1,30.2746,6.8495,293.1781,active
8630,86028049,1,8,104.7223,2,100.6342,7.7514,293.2097,active
8631,86038920,8,7,7.4765,1,12.1348,4.4754,293.2136,active
8632,86043746,7,13,24.3786,2,34.4289,6.7086,293.2178,active
8633,86056825,2,2,3.4076,0,7.6145,3.9894,293.2106,active
8634,86082866,6,1,96.0894,7,99.1622,5.038,293.224,active
8635,86084204,3,7,6.5509,1,14.3755,6.8495,293.214,active
8636,86089002,4,3,19.9472,3,22.8646,6.4916,293.156,active
8637,86090581,7,13,7.5022,1,15.0159,6.7086,293.1281,active
8638,86100604,7,13,9.354,1,17.9006,6.7086,293.1164,active
8639,86106983,2,15,112.4903,5,134.132,6.6119,293.0914,active
8640,86110465,3,6,28.894,3,33.1278,6.9787,293.0399,active
8641,86120554,7,15,24.7454,1,25.3446,2.6549,293.1169,active
8642,86123058,8,1,27.8555,1,35.1309,6.7809,293.135,active
8643,86135095,1,15,3.1294,0,7.8215,5.4304,293.1193,active
8644,86137141,7,3,146.4373,4,172.25,5.3312,293.1627,active
8645,86141688,4,0,9.8227,1,15.9606,4.6106,293.1522,active
8646,86154639,5,13,12.7783,2,17.0757,3.3779,293.0975,active
8647,86175180,1,8,86.8772,4,84.5629,7.7514,293.234,active
8648,86194349,6,6,146.4226,2,162.0742,6.2924,293.1977,active
8649,86202005,6,3,8.7791,1,12.8788,5.4867,293.2535,active
8650,86202310,6,6,20.5414,1,28.6825,6.2924,293.2181,active
8651,86218085,7,9,10.0663,1,15.6539,5.5763,293.211,active
8652,86230580,8,2,4.1074,0,7.6698,3.3958,293.1933,active
8653,86249118,7,15,21.6839,1,22.6795,2.6549,293.2157,active
8654,86260989,6,11,8.1255,1,12.5845,4.3855,293.2501,active
8655,86271737,8,14,4.2794,0,7.5117,3.42,293.3171,active
8656,86276482,6,0,1.4465,0,3.7053,2.731,293.3436,active
8657,86286391,6,13,117.9894,4,118.4148,4.9315,293.3993,active
8658,86299013,5,13,3.0972,0,6.4429,3.3779,293.3993,active
8659,86304680,7,5,28.8288,1,33.3358,2.6354,293.3496,active
8660,86325855,1,9,11.3859,1,15.8173,4.8938,293.3174,active
8661,86328849,5,8,115.1928,4,133.9098,6.6644,293.283,active
8662,86335352,4,13,16.7031,1,19.8382,3.5748,293.3446,active
8663,86362801,8,4,16.847,2,23.632,5.6361,293.3204,active
8664,86363712,1,14,64.7401,1,71.4371,7.627,293.3739,active
8665,86368152,6,8,28.4627,2,28.1391,2.7863,293.3986,active
8666,86381399,2,0,17.1938,2,23.6302,4.8409,293.4116,active
8667,86391976,8,4,12.7318,1,19.7826,5.6361,293.4449,active
8668,86392690,7,2,125.5265,3,112.9721,2.1492,293.3551,active
8669,86417528,2,12,5.7519,2,7.8335,3.6874,293.4461,active
8670,86422252,7,6,120.9403,4,115.8351,2.842,293.401,active
8671,86444732,4,7,0.6605,0,4.7072,3.8956,293.4359,active
8672,86452951,8,5,17.8716,1,26.3202,7.2064,293.4883,active
8673,86459113,6,11,120.3054,6,131.4659,4.3855,293.4472,active
8674,86490414,1,15,112.5782,4,109.1016,5.4304,293.4361,active
8675,86499092,2,13,21.9983,1,30.0855,5.9565,293.4484,active
8676,86502956,4,15,46.2404,5,53.6572,3.4458,293.4526,active
8677,86520110,2,4,7.7208,1,13.0612,4.6335,293.5071,active
8678,86545330,2,10,21.5153,2,23.4165,2.6515,293.5037,active
8679,86547777,8,9,96.5114,4,104.6819,4.5553,293.5337,active
8680,86549400,7,4,38.6051,2,48.7971,5.8039,293.5925,active
8681,86553679,4,13,9.1657,1,13.2338,3.5748,293.5641,active
8682,86574384,2,14,2.1772,0,8.1089,6.362,293.515,active
8683,86575823,2,15,27.6253,2,38.6376,6.6119,293.6021,active
8684,86580218,8,15,22.386,2,26.0227,6.4761,293.4851,active
8685,86593268,3,2,8.6055,1,12.3913,3.3813,293.4265,active
8686,86597029,1,2,3.1002,0,5.9627,3.0236,293.4093,active
8687,86597164,4,10,14.5437,2,17.3044,4.2419,293.4582,active
8688,86597288,4,11,25.437,1,25.712,2.5668,293.4542,active
8689,86611430,5,6,5.6026,1,8.4175,3.1786,293.4892,active
8690,86618491,3,2,6.2526,1,8.8301,3.3813,293.5527,active
8691,86634491,8,4,32.0865,2,40.2859,5.6361,293.608,active
8692,86635196,6,2,9.3503,2,16.6328,6.1656,293.6048,active
8693,86674770,8,2,30.9872,2,32.0754,3.3958,293.621,active
8694,86722964,3,3,43.082,1,41.8841,2.2245,293.6517,active
8695,86727775,6,9,0.1932,0,2.9503,2.7425,293.6135,active
8696,86730553,3,8,10.5584,2,14.5001,3.9028,293.6049,active
8697,86735008,6,5,43.9832,1,46.0923,6.8247,293.6058,active
8698,86740328,6,8,27.7358,1,28.2451,2.7863,293.5769,active
8699,86772473,3,10,16.7455,1,21.1582,3.7455,293.6031,active
8700,86777016,8,1,124.1307,4,134.0495,6.7809,293.6273,active
8701,86778380,7,4,3.5076,0,8.527,5.8039,293.6156,active
8702,86785570,8,3,40.8208,1,49.582,5.1846,293.668,active
8703,86799032,2,0,9.9948,2,14.8088,4.8409,293.6417,active
8704,86814065,6,1,48.1188,3,51.64,5.038,293.6482,active
8705,86836649,1,12,8.4328,1,12.7471,4.9199,293.6483,active
8706,86848904,1,14,4.3723,0,12.7805,7.627,293.6797,active
8707,86854216,8,2,5.4787,1,8.8384,3.3958,293.6074,active
8708,86878827,2,12,7.6183,1,10.7273,3.6874,293.644,active
8709,86893925,7,4,13.3392,1,21.3524,5.8039,293.6442,active
8710,86898155,4,2,13.4052,1,19.9087,7.3501,293.683,active
8711,86910505,3,3,10.4626,1,11.3556,2.2245,293.6156,active
8712,86916440,1,14,7.6408,1,14.8479,7.627,293.6376,active
8713,86923572,6,5,119.084,6,111.8445,6.8247,293.6436,active
8714,86924197,6,11,21.1015,1,27.6052,4.3855,293.6392,active
8715,86924402,4,7,7.6754,1,13.6012,3.8956,293.6715,active
8716,86928773,7,6,12.3612,1,13.8842,2.842,293.6671,active
8717,86938659,3,12,14.4983,1,20.2211,3.5358,293.7142,active
8718,86962420,5,15,8.2631,1,15.5952,6.066,293.6347,active
8719,86963704,3,10,2.8447,0,7.8141,3.7455,293.5865,active
8720,86970005,5,13,23.9279,2,28.6342,3.3779,293.5712,active
8721,86970218,2,2,102.6913,3,116.6239,3.9894,293.6548,active
8722,86973382,4,14,24.4829,2,32.2994,7.6209,293.6515,active
8723,86979283,5,2,24.4815,3,28.0765,2.9197,293.5935,active
8724,87012564,5,3,27.0746,3,28.9156,3.0756,293.6211,active
8725,87013010,4,13,12.4214,1,16.5583,3.5748,293.5778,active
8726,87015532,6,7,35.8473,2,41.6261,6.4339,293.5648,active
8727,87021082,5,3,2.5716,0,5.6595,3.0756,293.6413,active
8728,87041824,3,0,4.2613,0,5.7067,2.6464,293.5862,active
8729,87042859,2,3,6.3431,1,10.9525,5.124,293.5596,active
8730,87043797,6,13,0.6386,0,5.6029,4.9315,293.611,active
8731,87047259,8,0,121.4546,3,121.0949,6.9766,293.6124,active
8732,87051927,7,14,128.9996,1,129.6088,2.107,293.7093,active
8733,87067088,6,12,41.3043,3,43.8715,3.8057,293.6758,active
8734,87074258,8,3,9.6193,1,16.1265,5.1846,293.7144,active
8735,87077190,8,11,136.0878,3,139.581,7.2049,293.7392,active
8736,87080564,5,8,24.2522,1,33.8686,6.6644,293.7741,active
8737,87088100,1,5,28.9382,2,37.0828,4.0812,293.7087,active
8738,87096938,6,8,60.3867,3,56.5237,2.7863,293.6306,active
8739,87115801,5,0,4.5111,0,7.4803,2.7365,293.6139,active
8740,87120484,3,14,3.9901,0,7.1911,2.9876,293.5911,active
8741,87126032,7,12,23.6866,2,25.0224,4.8043,293.6106,active
8742,87133712,7,2,7.0347,1,8.0313,2.1492,293.5205,active
8743,87142558,3,1,114.7354,4,117.356,7.4961,293.5369,active
8744,87155406,4,6,17.0389,1,22.2313,5.1132,293.5051,active
8745,87159281,2,7,14.6753,1,24.9505,7.377,293.4392,active
8746,87168968,2,12,15.584,1,17.8917,3.6874,293.4995,active
8747,87177091,3,13,1.1401,0,8.8699,7.6163,293.4343,active
8748,87180560,3,1,23.2918,2,29.7262,7.4961,293.4061,active
8749,87223223,3,3,4.7688,0,6.7112,2.2245,293.4845,active
8750,87230835,2,9,92.3871,4,90.0112,5.3242,293.5136,active
8751,87230935,4,6,1.0223,0,6.4115,5.1132,293.4833,active
8752,87232651,5,15,0.1132,0,6.8327,6.066,293.4443,active
8753,87260553,3,10,28.3356,1,33.7802,3.7455,293.3691,active
8754,87272651,5,5,0.1,0,7.1975,7.2474,293.4412,active
8755,87273914,3,10,0.7581,0,4.6814,3.7455,293.4578,active
8756,87292676,6,6,26.8105,1,35.1302,6.2924,293.5021,active
8757,87305641,6,7,6.7106,1,12.7322,6.4339,293.4438,active
8758,87313726,8,11,20.3182,2,27.2452,7.2049,293.4964,active
8759,87315612,1,6,0.9357,0,6.6911,5.5455,293.4315,active
8760,87361557,7,11,48.5081,4,52.6808,6.8262,293.4491,active
8761,87374736,3,6,146.9587,4,141.7477,6.9787,293.4029,active
8762,87386071,1,9,32.9667,1,37.0518,4.8938,293.4867,active
8763,87386541,6,7,0.3244,0,6.1922,6.4339,293.6047,active
8764,87391056,2,9,18.4404,2,22.1048,5.3242,293.5855,active
8765,87393857,2,5,19.3334,1,20.0397,2.1297,293.6213,active
8766,87400636,8,1,137.0475,3,146.9468,6.7809,293.5957,active
8767,87402373,2,4,44.0643,1,52.1043,4.6335,293.6609,active
8768,87412575,5,5,46.9871,1,53.4503,7.2474,293.659,active
8769,87426930,2,5,3.3977,0,5.1211,2.1297,293.6794,active
8770,87433366,1,6,22.2801,1,28.796,5.5455,293.6895,active
8771,87456610,1,7,89.1201,3,98.5248,2.1368,293.7031,active
8772,87480910,1,4,2.1729,0,7.9393,5.4864,293.7568,active
8773,87486043,4,6,8.1018,1,12.7685,5.1132,293.7412,active
8774,87490301,4,4,2.3942,0,10.5062,7.3448,293.7434,active
8775,87493159,1,9,124.304,4,127.3985,4.8938,293.7447,active
8776,87494499,3,7,120.4477,4,134.2247,6.8495,293.6915,active
8777,87511623,3,10,108.1932,2,118.2903,3.7455,293.7607,active
8778,87517947,5,6,117.0735,4,110.1827,3.1786,293.7399,active
8779,87526807,8,15,2.2125,0,9.1841,6.4761,293.786,active
8780,87539818,6,7,17.9123,2,24.5254,6.4339,293.7754,active
8781,87541024,8,9,17.2463,1,21.9981,4.5553,293.7179,active
8782,87541203,2,7,4.6073,0,12.4081,7.377,293.7949,active
8783,87541306,2,11,41.0527,3,41.8681,6.0334,293.8025,active
8784,87544707,7,8,20.3736,1,29.8323,7.7974,293.7836,active
8785,87549972,3,1,0.9446,0,8.5472,7.4961,293.7509,active
8786,87550231,7,11,23.8327,1,28.0379,6.8262,293.7464,active
8787,87551392,4,12,4.4983,0,11.0242,6.4807,293.773,active
8788,87555116,2,6,27.0353,1,37.5118,6.9578,293.7975,active
8789,87565495,7,8,55.092,4,66.9954,7.7974,293.7812,active
8790,87567611,5,0,10.8977,1,14.279,2.7365,293.6685,active
8791,87571192,7,13,11.4156,1,20.2681,6.7086,293.607,active
8792,87574640,4,12,9.8839,1,17.2557,6.4807,293.6334,active
8793,87583911,2,15,3.3174,0,10.5225,6.6119,293.6349,active
8794,87587300,6,9,17.1179,1,18.5706,2.7425,293.6379,active
8795,87590153,1,3,17.7383,1,25.685,7.5507,293.6322,active
8796,87591506,6,4,27.3685,2,25.9582,3.1987,293.5766,active
8797,87605114,4,14,77.0621,1,85.7892,7.6209,293.462,active
8798,87606818,7,0,18.9792,3,21.6959,3.7187,293.4304,active
8799,87614610,7,10,136.8792,3,142.4996,7.5981,293.3944,active
8800,87646113,4,1,10.7408,1,17.5612,7.9543,293.4681,active
8801,87662291,8,11,15.5922,1,21.6527,7.2049,293.5149,active
8802,87669298,1,9,23.1082,2,27.3769,4.8938,293.5129,active
8803,87697816,1,7,2.3096,0,5.29,2.1368,293.6013,active
8804,87703993,8,11,1.5417,0,9.1468,7.2049,293.598,active
8805,87712622,5,5,2.6301,0,10.0888,7.2474,293.6048,active
8806,87716405,4,9,22.376,3,28.5642,5.97,293.6368,active
8807,87719171,2,12,14.3632,1,16.0282,3.6874,293.6005,active
8808,87754589,3,7,10.8104,1,18.3105,6.8495,293.6691,active
8809,87787338,6,0,0.1468,0,2.858,2.731,293.6327,active
8810,87804591,7,15,2.5269,0,4.0486,2.6549,293.6532,active
8811,87805867,8,8,18.0949,1,23.003,4.2451,293.6429,active
8812,87809267,4,6,110.6098,7,123.433,5.1132,293.6049,active
8813,87814637,4,1,11.4871,1,18.1514,7.9543,293.5654,active
8814,87814949,2,1,59.8466,3,55.4553,3.6019,293.5458,active
