row_index,recon_error,flagged_p95,flagged_p99,flagged_p99_5,top_feature,err_detector_id,err_channel_id,err_energy_deposit_keV,err_hit_multiplicity,err_signal_amplitude_mV,err_noise_floor_mV,err_temperature_K,err_run_status_enc
3174,0.00781416,False,False,False,detector_id,0.02685937,0.01379375,0.00036912,0.00177126,1.568e-05,0.01363988,0.00587228,0.00019191
3175,0.00613318,False,False,False,temperature_K,0.0109541,9.235e-05,0.00204809,0.00412495,0.00077105,0.00174306,0.02847772,0.00085412
3176,0.03697904,False,False,False,channel_id,0.00449442,0.0986971,0.03694741,0.08308166,0.02176167,0.05075384,2.1e-07,9.596e-05
3177,0.02281998,False,False,False,detector_id,0.15999073,0.00015609,0.00107839,0.00768879,0.003078,0.0002365,0.0084618,0.00186951
3178,0.00557592,False,False,False,channel_id,0.0027912,0.03002976,0.00555589,0.00014886,0.0003132,0.00056251,0.00266461,0.00254129
3179,0.10913838,False,False,False,hit_multiplicity,0.00687236,0.00414607,0.01913259,0.749552,0.08735187,0.00151522,0.00419269,0.0003442
3180,0.01665974,False,False,False,detector_id,0.10791243,0.0005026,0.00165102,0.00833523,0.00064157,0.00532977,0.00890525,1e-08
3181,0.01321454,False,False,False,channel_id,0.00869544,0.08233906,0.00238914,0.00486441,0.00202828,0.00534205,5.487e-05,3.09e-06
3182,0.01670275,False,False,False,detector_id,0.09039377,0.02325304,0.00171909,0.00434524,0.0013657,0.00309059,0.00943162,2.294e-05
3183,0.02409485,False,False,False,energy_deposit_keV,0.0240829,0.00387504,0.0704237,0.0319355,0.05846156,2e-07,0.00309157,0.00088828
3184,0.01876356,False,False,False,channel_id,0.01013497,0.09000151,2.17e-06,0.01558293,0.00335692,0.02880742,0.00220171,2.086e-05
3185,0.02305776,False,False,False,signal_amplitude_mV,0.01351141,0.00691398,0.0516555,6.817e-05,0.07981192,0.02479931,0.00649598,0.00120577
3186,0.14152296,True,False,False,hit_multiplicity,0.00365576,0.02543725,0.17155407,0.82981086,0.06798879,0.02901545,0.00469208,2.939e-05
3187,0.02321572,False,False,False,channel_id,0.00164667,0.11159502,0.00887609,0.01050952,0.03529649,0.00286862,0.01347373,0.00145964
3188,0.02167338,False,False,False,signal_amplitude_mV,0.00396258,0.01247596,0.0044205,0.01122606,0.13957019,0.00084277,0.00056028,0.00032863
3189,0.12602991,True,False,False,hit_multiplicity,0.0123783,0.10438219,0.08472593,0.6911488,0.10349375,0.00130558,0.01078258,2.215e-05
3190,0.01359219,False,False,False,detector_id,0.05591715,4.103e-05,0.00067594,0.04393794,0.00193447,0.00547274,0.00062631,0.00013195
3191,0.05159114,False,False,False,hit_multiplicity,0.02640009,0.00302535,0.00795936,0.3646179,0.00048275,0.00980087,0.00033017,0.00011266
3192,0.10170315,False,False,False,hit_multiplicity,0.00134501,0.04495204,0.22787568,0.3384168,0.1790587,0.02183539,0.00013825,3.29e-06
3193,0.00637213,False,False,False,channel_id,9.336e-05,0.02494669,0.0092612,0.00050062,0.0014943,0.00167642,0.0106741,0.00233031
3194,0.0155039,False,False,False,signal_amplitude_mV,0.01149572,0.03173812,0.03232974,0.00808358,0.0340865,0.00592575,0.0002767,9.513e-05
3195,0.01015798,False,False,False,detector_id,0.03375497,0.00892781,0.00597635,0.00996601,0.01033267,0.01208321,0.00011277,0.00011003
3196,0.0571315,False,False,False,hit_multiplicity,0.00053406,0.08138454,0.08197245,0.15759434,0.07233461,0.05440646,0.00881436,1.115e-05
3197,0.00782405,False,False,False,channel_id,0.01019292,0.04484168,0.00206197,1.742e-05,0.00142051,0.00036587,0.00140673,0.00228527
3198,0.01080977,False,False,False,signal_amplitude_mV,0.01907406,0.00766887,0.01790443,0.00057057,0.02545271,0.00237994,0.00961381,0.00381375
3199,0.00778044,False,False,False,signal_amplitude_mV,0.01441839,0.00250626,0.01038527,0.00568212,0.01703144,0.00873639,0.00264828,0.00083537
3200,0.01470037,False,False,False,detector_id,0.06121658,0.02235621,0.01889889,7.948e-05,0.00349312,0.01004954,0.00147033,3.882e-05
3201,0.0585267,False,False,False,hit_multiplicity,0.0851961,0.0451985,0.08878672,0.15439615,0.09227014,0.00045033,0.00191318,2.45e-06
3202,0.0458719,False,False,False,detector_id,0.32621336,0.00068997,0.00025857,0.00086379,7.725e-05,0.00395092,0.03490282,1.852e-05
3203,0.08294838,False,False,False,hit_multiplicity,0.02062339,0.00162634,0.10150759,0.3951496,0.12767088,0.00251656,0.01137849,0.00311426
3204,0.00577054,False,False,False,detector_id,0.03048071,9.158e-05,0.0002334,0.00037247,0.00920525,0.00555862,0.00017895,4.336e-05
3205,0.04640328,False,False,False,hit_multiplicity,0.006203,0.01671593,0.05723828,0.222314,0.06849129,0.00022051,3.925e-05,4e-06
3206,0.02523162,False,False,False,detector_id,0.09455523,0.03371914,6.126e-05,0.00730732,5.481e-05,0.0492522,0.01533919,0.00156378
3207,0.01191397,False,False,False,energy_deposit_keV,0.00957688,0.01786527,0.03417292,0.00217004,0.03087452,0.00062738,2.128e-05,3.46e-06
3208,0.0355757,False,False,False,detector_id,0.1783992,0.00653069,0.00461147,0.00786315,0.01483064,0.01664517,0.05560532,0.00011994
3209,0.00201057,False,False,False,detector_id,0.00983831,0.00247947,1.671e-05,0.00168974,0.00054586,0.0001311,0.00111158,0.00027175
3210,0.05166512,False,False,False,detector_id,0.22196394,0.10378619,0.01204049,3.818e-05,0.01329018,0.05782868,0.00164117,0.00273217
3211,0.00849697,False,False,False,detector_id,0.0504957,0.00146212,0.00665143,0.00377307,0.00312104,0.00194094,0.00016965,0.00036184
3212,0.0457081,False,False,False,detector_id,0.32399642,0.00068854,0.00020763,0.00147028,0.0015062,0.00500442,0.03277696,1.437e-05
3213,0.02913278,False,False,False,energy_deposit_keV,0.01776624,6.611e-05,0.12201467,0.03050672,0.05867926,0.00216265,0.00185924,7.36e-06
3214,0.0181137,False,False,False,detector_id,0.07858368,0.06007396,0.00020688,0.00253257,0.00040709,0.00301196,4.191e-05,5.15e-05
3215,0.0053937,False,False,False,detector_id,0.02396512,0.00105976,1.42e-05,0.0004343,0.0007645,0.0059741,0.00995883,0.00097882
3216,0.07862211,False,False,False,signal_amplitude_mV,0.1437673,0.02230392,0.11520824,0.16803437,0.17927586,4e-07,7.647e-05,0.0003103
3217,0.03925632,False,False,False,detector_id,0.11955755,0.0026281,0.0571973,0.02241614,0.10776132,0.00191426,0.00255374,2.211e-05
3218,0.03313526,False,False,False,energy_deposit_keV,0.0180798,0.00426894,0.10835035,0.07269838,0.05856437,0.00300127,6.508e-05,5.392e-05
3219,0.00413627,False,False,False,detector_id,0.0154336,0.00049025,0.00273538,0.00592873,0.00425517,0.00063567,0.00053453,0.00307679
3220,0.00706655,False,False,False,hit_multiplicity,0.01415034,0.0146137,2.87e-05,0.01583956,0.00634137,0.00242681,0.0030324,9.956e-05
3221,0.00462955,False,False,False,hit_multiplicity,0.00176189,0.0055937,0.00609866,0.0177094,0.00338054,0.00233496,0.00015571,1.55e-06
3222,0.09554639,False,False,False,hit_multiplicity,0.04353771,0.21237671,0.06435475,0.36352485,0.05833348,0.01977204,0.00072886,0.00174271
3223,0.06099907,False,False,False,hit_multiplicity,0.01766796,0.01051867,0.06915421,0.36540988,0.00133001,0.00810969,0.01572299,7.913e-05
3224,0.02774567,False,False,False,signal_amplitude_mV,0.07465318,0.00434975,0.03506204,0.02918334,0.0771603,0.00130583,0.0001265,0.00012438
3225,0.07888106,False,False,False,detector_id,0.3293046,0.02945616,0.07967311,0.05601248,0.12978981,0.00593712,0.00085214,2.309e-05
3226,0.10934481,False,False,False,signal_amplitude_mV,0.11867685,0.00135258,0.1682217,0.0748441,0.4946359,0.01480414,0.00083609,0.0013872
3227,0.04375954,False,False,False,channel_id,0.07768093,0.16802622,0.00953735,0.02717304,0.00871856,0.05720415,0.00173536,7.1e-07
3228,0.00665915,False,False,False,detector_id,0.04156281,0.00385843,3.772e-05,8.206e-05,0.00533826,0.00239373,4e-08,1.3e-07
3229,0.00248434,False,False,False,energy_deposit_keV,0.00175915,0.00016063,0.0092718,0.00034701,0.00493464,0.00271398,0.00066175,2.575e-05
3230,0.09373859,False,False,False,signal_amplitude_mV,5.76e-06,0.02131481,0.10953644,0.03515312,0.5516516,0.01111493,0.01768853,0.00344349
3231,0.03039195,False,False,False,energy_deposit_keV,0.00676908,0.0038059,0.12269818,0.01137931,0.09259922,0.00093507,0.00376922,0.0011796
3232,0.00668228,False,False,False,hit_multiplicity,0.00288316,1e-07,0.00198001,0.02269998,0.01690307,1.1e-07,0.00757417,0.00141761
3233,0.04965034,False,False,False,detector_id,0.28403938,0.09442979,0.0011906,0.0005933,0.0016257,0.01493139,7.323e-05,0.00031938
3234,0.06029877,False,False,False,hit_multiplicity,0.00182014,0.03298121,0.03975673,0.40059757,0.00550349,0.00155339,0.00014769,2.994e-05
3235,0.03711777,False,False,False,energy_deposit_keV,0.03850675,0.04595026,0.10840592,0.01902396,0.07621652,1.1e-07,0.00712821,0.00171042
3236,0.0117643,False,False,False,hit_multiplicity,0.0207009,0.01795055,0.01463866,0.02323585,0.01322467,0.00240651,0.00194545,1.176e-05
3237,0.16025274,True,False,False,energy_deposit_keV,0.11556156,0.00666981,0.63045365,0.00623601,0.465783,0.02584843,0.03134626,0.00012331
3238,203.81964,True,True,True,detector_id,1619.1461,0.36174572,0.00702365,0.9615468,0.152186,9.15287,0.77482766,0.00074468
3239,0.00437024,False,False,False,hit_multiplicity,0.0111302,9.82e-06,0.004888,0.01583095,0.00151655,0.00132956,0.00023092,2.592e-05
3240,0.13763212,True,False,False,hit_multiplicity,0.02449525,0.29396272,0.05996118,0.7136093,0.00034928,0.00046244,0.00766933,0.00054751
3241,0.04700116,False,False,False,signal_amplitude_mV,0.00018624,0.01352544,0.08423382,0.02415069,0.11843814,0.02754924,0.10693568,0.00099
3242,0.01040999,False,False,False,detector_id,0.02707116,0.00062947,0.00766257,0.00375186,0.00416925,0.02636447,0.01296106,0.00067007
3243,0.0368518,False,False,False,detector_id,0.21585906,0.0523421,0.0200538,0.00156983,0.00032425,3.608e-05,0.00431601,0.00031327
3244,0.02615974,False,False,False,detector_id,0.09220247,0.00910313,0.06932159,0.0034227,0.02835684,0.00123578,0.00562898,6.46e-06
3245,0.04503186,False,False,False,detector_id,0.22552538,0.0388302,0.00114777,0.00134178,0.06615331,0.00013617,0.02712009,1.7e-07
3246,0.0242493,False,False,False,channel_id,0.0532848,0.05428674,0.01154988,0.02272267,0.00511592,0.03939696,0.00578519,0.00185222
3247,0.0201239,False,False,False,detector_id,0.13281874,0.00553478,0.01005272,3e-08,0.01210666,0.00018396,6.307e-05,0.00023124
3248,0.01973515,False,False,False,channel_id,0.01515884,0.11663213,0.00157672,0.00205213,0.00115548,0.01939399,0.0018587,5.316e-05
3249,0.00959355,False,False,False,detector_id,0.0421375,0.00515298,1.771e-05,0.01989935,0.0001761,7.144e-05,0.00909336,0.00019994
3250,0.00556252,False,False,False,channel_id,0.00074121,0.01648115,0.00618157,0.01373531,0.00419642,0.00237855,0.00070748,7.847e-05
3251,0.01292183,False,False,False,detector_id,0.05048349,0.0230503,0.02218984,0.0002151,0.00632354,0.00086492,0.00021658,3.085e-05
3252,0.0430056,False,False,False,detector_id,0.10295789,0.0586383,0.04047828,0.07189428,0.05662103,0.00140929,0.01189195,0.00015373
3253,0.07850914,False,False,False,signal_amplitude_mV,0.11941458,0.00043097,0.1777746,0.01295767,0.23909672,0.00676201,0.07143069,0.00020591
3254,0.01961081,False,False,False,signal_amplitude_mV,0.03513587,0.03081743,0.03447947,0.01098546,0.04325808,0.00080656,0.00137232,3.132e-05
3255,0.00648089,False,False,False,signal_amplitude_mV,0.01247001,0.00312057,0.00536811,0.00420257,0.02656177,4.36e-06,0.00011802,1.68e-06
3256,0.01389862,False,False,False,detector_id,0.0813232,0.00511107,0.0020524,0.01108785,0.00207473,0.00483825,0.00441076,0.00029069
3257,0.05203672,False,False,False,detector_id,0.25244534,0.05513747,0.00186728,0.00266922,0.00042606,0.09086661,0.01187326,0.00100852
3258,0.19396242,True,False,False,signal_amplitude_mV,0.28985557,0.00143089,0.58240974,0.05254396,0.5838686,0.02584057,0.01464579,0.0011042
3259,0.00174293,False,False,False,noise_floor_mV,5.703e-05,0.00154818,0.00180623,0.00346457,0.00091712,0.0053173,0.00079439,3.859e-05
3260,0.00762623,False,False,False,noise_floor_mV,0.01796396,0.00053718,0.00069601,0.00296738,0.00030176,0.03376004,0.00474706,3.641e-05
3261,0.01304698,False,False,False,detector_id,0.0818355,0.00395191,0.00024703,0.00401254,0.00026551,0.00510863,0.00861863,0.00033609
3262,0.0217332,False,False,False,detector_id,0.13018225,0.00523497,0.00228751,0.00928457,0.00040573,0.02004997,0.0057047,0.00071594
3263,0.00354041,False,False,False,temperature_K,0.00242319,0.00916009,0.00231666,0.00153009,0.00174367,0.00110443,0.00999674,4.842e-05
3264,0.05222573,False,False,False,energy_deposit_keV,0.05486032,0.04967438,0.10389484,0.06705982,0.10104094,0.03791942,0.00276288,0.00059328
3265,0.00371812,False,False,False,noise_floor_mV,4.03e-06,0.00208897,0.00538623,0.00603237,0.00350666,0.00691061,0.00581425,1.84e-06
3266,0.01286672,False,False,False,noise_floor_mV,0.00752398,0.00024513,0.01214098,0.01771613,0.01650428,0.03814562,0.01036397,0.00029372
3267,0.01448015,False,False,False,detector_id,0.06770715,0.00894181,0.00935949,0.01037251,0.00768793,0.00229365,0.00921856,0.00026011
3268,0.00816216,False,False,False,signal_amplitude_mV,0.00224254,0.00938727,0.024503,0.00154608,0.02588514,0.00073907,0.00091409,8.006e-05
3269,0.02448077,False,False,False,detector_id,0.08006632,0.00740044,0.00452196,0.00082733,0.01280512,0.05003947,0.03866218,0.00152336
3270,0.01283177,False,False,False,channel_id,0.02678859,0.0376139,0.00014117,0.0055957,0.00302677,6.782e-05,0.02738358,0.0020366
3271,0.17230184,True,False,False,hit_multiplicity,0.03367778,0.11679976,0.21208726,0.89742386,0.11175867,0.00195862,0.00331712,0.00139168
3272,0.08043782,False,False,False,hit_multiplicity,0.11616499,0.04393068,0.10651107,0.21653561,0.14650998,0.00246891,0.01095606,0.00042519
3273,0.02864584,False,False,False,noise_floor_mV,0.00894644,0.01083529,0.063464,0.01148364,0.06486328,0.06699128,0.00018448,0.00239829
3274,0.02166696,False,False,False,signal_amplitude_mV,0.00042631,0.01352926,0.01349374,0.00010722,0.11238018,0.02336036,0.00979301,0.00024562
3275,0.08219288,False,False,False,detector_id,0.31338194,0.23729894,0.05157266,0.00821245,0.03356458,0.01322319,0.00023831,5.094e-05
3276,0.01455233,False,False,False,detector_id,0.09904514,0.00030912,0.0018285,0.00714022,2.2e-07,0.00441296,0.00365585,2.663e-05
3277,0.08043825,False,False,False,hit_multiplicity,0.0073253,0.00406784,0.03066438,0.4329255,0.13411386,0.0066335,0.02318886,0.00458673
3278,0.00320448,False,False,False,signal_amplitude_mV,0.00549065,0.00010649,0.00874263,0.00013932,0.01079645,0.00018841,0.00010231,6.954e-05
3279,0.02404499,False,False,False,detector_id,0.16216572,0.00867698,0.00290235,0.00957605,0.00049752,0.00808257,0.00035733,0.00010141
3280,0.00883254,False,False,False,signal_amplitude_mV,0.00119908,0.00919739,0.00088771,0.00090404,0.05006817,0.00011067,0.00012988,0.0081634
3281,0.0318436,False,False,False,hit_multiplicity,0.02091901,0.00110489,0.00269772,0.1585853,0.00048639,0.07042944,8.637e-05,0.00043971
3282,0.03074801,False,False,False,channel_id,0.0121356,0.09741422,0.05844848,0.01417706,0.0463263,0.00993452,0.0075476,3.2e-07
3283,0.03220085,False,False,False,detector_id,0.20380086,0.015929,0.00557626,0.02443398,0.00552731,0.00197673,0.00028941,7.326e-05
3284,0.12188867,False,False,False,hit_multiplicity,0.08764649,0.0007024,0.03727517,0.6288406,0.21813376,0.00034751,0.00142992,0.00073353
3285,0.00716137,False,False,False,temperature_K,0.01288558,0.00115565,1.175e-05,0.00168811,0.00032125,0.00097284,0.03978369,0.00047209
3286,0.0059399,False,False,False,hit_multiplicity,0.006239,0.00928552,0.00306107,0.01894468,0.00358824,2.194e-05,0.00636357,1.517e-05
3287,0.03735776,False,False,False,energy_deposit_keV,0.08896911,0.03745302,0.09921077,0.03189361,0.01616717,0.00302633,0.02161436,0.00052768
3288,0.02166231,False,False,False,channel_id,0.01691582,0.11503789,4.181e-05,0.02317714,0.00026506,0.00428412,0.01340373,0.0001729
3289,0.00739278,False,False,False,channel_id,0.00987546,0.02013393,0.00011556,0.00214693,0.0007942,0.01892505,0.00714849,2.6e-06
3290,0.0157068,False,False,False,channel_id,0.02741332,0.04592098,0.01532106,0.01742178,0.01158322,0.00147629,0.00625574,0.00026203
3291,0.01999754,False,False,False,detector_id,0.08625092,0.01047693,0.00695846,0.00404937,0.01142276,0.0282308,0.01064745,0.0019436
3292,0.05985744,False,False,False,detector_id,0.22621532,0.00773018,0.11504493,0.01559133,0.07051401,0.04365409,3.25e-05,7.71e-05
3293,0.0046801,False,False,False,hit_multiplicity,0.01486724,0.00423138,0.00088547,0.01541403,0.00063791,0.00010371,0.00128408,1.694e-05
3294,0.51244056,True,True,True,hit_multiplicity,0.01064088,0.00653462,0.98853827,2.330835,0.75955695,0.00300527,0.0003671,4.64e-05
3295,0.01011697,False,False,False,detector_id,0.06238668,4.079e-05,0.00081241,0.00877227,0.0015392,0.00670929,0.0006436,3.148e-05
3296,0.07514809,False,False,False,detector_id,0.30989963,0.11540276,0.00071629,0.05522278,0.09787945,0.01153146,0.00684288,0.00368948
3297,0.00917706,False,False,False,detector_id,0.05105594,0.00664487,0.00246265,0.00707476,0.00513764,0.00062718,0.00031896,9.45e-05
3298,0.02865241,False,False,False,channel_id,0.00302445,0.12412141,0.01832009,0.00900644,0.02526716,0.04309939,0.0062734,0.00010698
3299,0.01599151,False,False,False,energy_deposit_keV,0.00184237,0.02082118,0.05744528,0.00379231,0.04185134,0.00035542,0.00182414,2e-08
3300,0.0047209,False,False,False,hit_multiplicity,0.00020865,0.0089221,0.00139029,0.01780837,0.00607841,0.00010226,0.00325701,1.2e-07
3301,0.00925087,False,False,False,channel_id,0.00382066,0.03433167,0.02741677,0.00063738,0.00214071,0.00194325,0.00150492,0.00221161
3302,0.00735424,False,False,False,channel_id,0.01805358,0.01890105,0.00723281,0.00313222,0.00406685,0.00587393,0.00157055,2.95e-06
3303,0.00768406,False,False,False,hit_multiplicity,0.01423582,0.00838206,0.00861922,0.01756585,0.01085084,9.073e-05,0.00146213,0.00026579
3304,0.01958499,False,False,False,detector_id,0.08903732,0.00067686,0.00169712,0.01967858,0.01973297,0.01163832,0.00820031,0.00601843
3305,0.01357224,False,False,False,hit_multiplicity,0.04403519,0.00897165,0.00103284,0.04512938,0.00417921,0.00053548,0.00463373,6.046e-05
3306,0.01579594,False,False,False,channel_id,0.00455857,0.07259074,0.02518263,0.01749447,0.0030351,0.00262866,0.00074754,0.00012978
3307,0.08957545,False,False,False,channel_id,0.23846745,0.25146604,0.10643478,0.01059664,0.07563436,0.02596592,0.00474035,0.00329804
3308,0.04757532,False,False,False,hit_multiplicity,0.11728851,0.0382128,0.06263493,0.11815318,0.0434894,0.00076369,9.66e-06,5.044e-05
3309,0.03102531,False,False,False,channel_id,0.04245794,0.19430402,0.00022569,0.00123557,0.00036602,0.0081666,0.00085942,0.00058722
3310,0.06894582,False,False,False,detector_id,0.19758382,0.13661297,0.06736718,0.03122831,0.00104822,0.09931067,0.01804076,0.00037453
3311,0.0028021,False,False,False,detector_id,0.00858533,0.00304837,0.00733254,1.415e-05,0.00282954,0.0004264,3.71e-06,0.00017676
3312,0.01041709,False,False,False,signal_amplitude_mV,0.00749914,0.01819857,0.01174156,0.00162954,0.03809698,0.00051317,0.0042243,0.0014335
3313,0.00722546,False,False,False,energy_deposit_keV,0.00194707,0.01951367,0.02125123,0.00906664,0.00317241,0.00075999,0.00209201,6.2e-07
3314,0.00783007,False,False,False,channel_id,0.00917588,0.02895278,0.00685142,0.00106179,0.00715973,0.00911731,0.00010324,0.00021841
3315,0.10354813,False,False,False,hit_multiplicity,0.09839816,0.00816103,0.02898415,0.66868216,0.01912603,0.00379384,0.00117242,6.724e-05
3316,0.01485507,False,False,False,energy_deposit_keV,0.0005012,0.02766453,0.05911063,0.00617462,0.01962374,0.00384172,0.00028278,0.00164136
3317,0.00996703,False,False,False,hit_multiplicity,0.0258049,0.00673722,0.00390498,0.03731947,0.00424381,0.00053932,0.00031528,0.00087125
3318,20.18612,True,True,True,temperature_K,2.6895993,2.9010372,6.432e-05,0.00065531,0.00213359,0.00455268,155.89062,0.00029525
3319,0.01453054,False,False,False,noise_floor_mV,0.00695435,0.0090616,0.0156804,0.00573298,0.02101993,0.05355414,0.00385433,0.0003866
3320,0.13767023,True,False,False,hit_multiplicity,0.02129787,0.02696511,0.04969234,0.8052034,0.0651629,0.10927805,0.02368834,7.393e-05
3321,0.11880988,False,False,False,hit_multiplicity,0.00022142,0.05463162,0.07745014,0.6595971,0.13228042,0.00048301,0.02581469,6e-07
3322,0.07149716,False,False,False,hit_multiplicity,0.00023423,0.00012055,0.00149904,0.4849443,0.02679515,0.00140301,0.0569672,1.371e-05
3323,0.05436022,False,False,False,detector_id,0.39971045,0.00027485,0.00432803,0.00450284,0.00911064,0.01132591,0.00534914,0.00027998
3324,0.02095968,False,False,False,channel_id,0.05199223,0.07028844,0.00963627,0.02216576,0.00256831,0.01091711,3.7e-07,0.00010897
3325,0.00438932,False,False,False,noise_floor_mV,0.00073361,0.00753695,0.00265374,2.142e-05,1.048e-05,0.01592246,0.00789429,0.00034162
3326,0.00960202,False,False,False,detector_id,0.04669075,0.00263502,0.0031046,0.01369737,0.00605449,0.00012817,0.00447033,3.541e-05
3327,0.0423412,False,False,False,detector_id,0.12411222,0.00727205,0.08646955,0.04182996,0.07514186,0.0028637,5.59e-06,0.00103469
3328,0.0030004,False,False,False,noise_floor_mV,0.00561416,0.00045422,0.00066833,8.95e-06,0.00083347,0.01576706,0.00034853,0.00030847
3329,0.03419119,False,False,False,detector_id,0.1968998,0.00640016,0.01441732,0.02061219,0.01230932,0.02051354,0.00152805,0.00084912
3330,0.01437226,False,False,False,channel_id,0.00663455,0.08149932,0.00026045,0.00057072,3.05e-06,0.02291675,0.00268191,0.00041135
3331,0.04002242,False,False,False,channel_id,0.00419241,0.1497442,0.00328057,0.03659411,0.05251652,0.06537535,0.00688371,0.00159248
3332,0.04647383,False,False,False,channel_id,0.03304478,0.12516697,0.10503429,0.03313165,0.06691114,0.00132473,0.00717586,1.2e-06
3333,0.03937037,False,False,False,signal_amplitude_mV,0.05087366,0.00412463,0.08001597,0.06492434,0.08931308,0.01753987,0.00731822,0.00085317
3334,0.02764334,False,False,False,detector_id,0.20664033,0.0080871,0.00208928,0.0001311,0.00293953,0.00053662,4.365e-05,0.00067907
3335,0.1581807,True,False,False,signal_amplitude_mV,0.07641091,0.00429077,0.31554237,0.2300167,0.63703936,0.00204226,1.212e-05,9.1e-05
3336,0.00876467,False,False,False,detector_id,0.0413591,0.00031848,0.00239025,0.00061189,0.00574443,0.01962297,3.035e-05,3.985e-05
3337,0.01539878,False,False,False,channel_id,0.0089858,0.08178618,0.00831126,0.00046373,0.00545,0.00081981,0.015791,0.00158245
3338,0.00206586,False,False,False,noise_floor_mV,0.00290489,0.00221088,3.72e-06,0.00032816,0.0002697,0.00908935,0.00171005,1.012e-05
3339,0.01354778,False,False,False,channel_id,0.01697251,0.05151133,0.00461721,0.00053444,0.01441866,0.01315456,0.00713262,4.087e-05
3340,0.06418408,False,False,False,detector_id,0.24712542,0.10245349,0.02721966,0.09250134,0.02325747,0.00032291,0.0205035,8.888e-05
3341,0.00455552,False,False,False,channel_id,4e-08,0.01291127,0.00543834,0.00719273,0.00657682,0.00426753,4e-08,5.734e-05
3342,0.02457747,False,False,False,energy_deposit_keV,0.00505001,0.01323287,0.08840167,0.04765498,0.03543028,0.00019252,6.531e-05,0.0065921
3343,0.01938274,False,False,False,temperature_K,0.02276851,0.00446057,0.00596418,0.00246427,0.00873149,0.02083907,0.08940027,0.00043353
3344,0.03903223,False,False,False,detector_id,0.16726582,0.00104243,0.05606997,0.02912161,0.04720486,0.00011278,0.01139065,4.975e-05
3345,0.08765389,False,False,False,channel_id,0.00294118,0.3341516,0.05059396,0.258992,0.04944822,0.00428298,0.00028881,0.00053249
3346,0.12815516,True,False,False,signal_amplitude_mV,0.0816413,0.37077907,0.08641247,0.01253324,0.42051125,0.05134526,0.00156948,0.00044913
3347,0.0205456,False,False,False,signal_amplitude_mV,0.03468317,0.00051036,0.0241674,0.03254266,0.06981606,0.00042363,0.00081249,0.00140907
3348,0.02110938,False,False,False,channel_id,0.01165543,0.15482168,0.0002128,0.00162129,0.00023718,7.109e-05,0.00020543,5.016e-05
3349,0.01839852,False,False,False,detector_id,0.08518796,0.00202603,0.01026664,0.00743322,0.01182518,0.01689995,0.0134869,6.222e-05
3350,0.02779433,False,False,False,channel_id,0.06528492,0.06859596,0.02031678,0.0086364,0.00700082,0.00392926,0.04719156,0.00139895
3351,0.05012042,False,False,False,detector_id,0.3748966,0.00152398,0.00074132,0.00019625,0.00033004,0.01922599,0.0037453,0.00030387
3352,0.00785485,False,False,False,energy_deposit_keV,0.02066124,0.00042818,0.0221078,0.00826718,0.01035186,0.00060456,0.00015608,0.00026193
3353,0.01252336,False,False,False,channel_id,0.00010942,0.07732848,0.00673123,0.00302855,0.00166058,0.00339098,0.00776967,0.00016795
3354,0.08365758,False,False,False,hit_multiplicity,0.02585067,0.19011824,0.01568655,0.31278417,0.00202221,0.09398485,0.02876266,5.133e-05
3355,0.02538272,False,False,False,hit_multiplicity,0.03405687,0.00756295,0.037922,0.08558738,0.03402268,7e-08,0.00242579,0.00148398
3356,0.04514017,False,False,False,detector_id,0.2095454,0.14115587,0.00565047,0.00017184,0.00222696,0.00078078,2.745e-05,0.00156259
3357,0.02267612,False,False,False,signal_amplitude_mV,0.0365561,0.00426787,0.02363651,0.01191502,0.0397935,0.03274232,0.03243846,5.916e-05
3358,0.00790885,False,False,False,detector_id,0.02832045,0.00056539,0.00050437,0.0010432,0.00145971,0.00318561,0.02718494,0.00100715
3359,0.06658414,False,False,False,hit_multiplicity,0.0734498,0.00078409,0.02060223,0.33725485,0.02872071,0.06128614,0.01048139,9.394e-05
3360,0.08069835,False,False,False,signal_amplitude_mV,0.12074407,0.02205118,0.12032206,0.03290832,0.28815106,0.05131182,0.00990532,0.00019293
3361,0.07266226,False,False,False,hit_multiplicity,0.10248443,0.03769754,0.01917706,0.37272513,0.03986795,2.85e-06,0.00921981,0.00012327
3362,0.05153979,False,False,False,hit_multiplicity,0.1070722,0.03748721,0.06475006,0.173541,0.00115598,0.02674085,0.00141137,0.00015965
3363,0.2579169,True,True,False,energy_deposit_keV,0.00089928,0.1957054,0.901967,0.07818091,0.87074965,0.00382782,3.071e-05,0.01197437
3364,0.03037591,False,False,False,detector_id,0.18083152,0.01401981,0.00319227,0.02885333,0.00179902,0.00056882,0.01295077,0.00079179
3365,0.02580567,False,False,False,detector_id,0.09578817,0.080886,0.00036985,0.00027968,0.01071544,0.00322731,0.00880905,0.00636989
3366,0.04388138,False,False,False,detector_id,0.13677812,0.02040596,0.0587754,0.04239678,0.09233896,0.00023419,2.9e-06,0.00011878
3367,0.02967165,False,False,False,channel_id,0.02767762,0.10257738,0.0577241,0.00981117,0.03678756,0.00045469,0.00226375,7.693e-05
3368,0.02832055,False,False,False,detector_id,0.14385682,0.00065299,0.01415852,0.01916106,0.00971482,0.01961432,0.01754462,0.00186121
3369,0.02054006,False,False,False,channel_id,0.06136774,0.06929817,0.00734452,5.83e-06,0.00917719,0.01156714,0.00491442,0.00064547
